ChoiceValue,LabelEn,LabelSw,RegionValue,DistrictValue,WardValue,SortOrder
600,Baghar,Baghar,1,3,62,600
601,Kinihhe,Kinihhe,1,3,62,601
602,Haydom,Haydom,1,3,62,602
603,Magesho,Magesho,1,3,62,603
604,Ampa,Ampa,1,3,62,604
605,Asilini,Asilini,1,3,62,605
606,Qangari,Qangari,1,3,62,606
607,Gidmaja,Gidmaja,1,3,62,607
608,Menday,Menday,1,3,62,608
609,Kati,Kati,1,3,62,609
610,Butiama,Butiama,1,3,62,610
611,Hallet,Hallet,1,3,62,611
612,Umbe,Umbe,1,3,62,612
613,Ufana,Ufana,1,3,62,613
614,Doffa Juu,Doffa Juu,1,3,62,614
615,Njiapanda,Njiapanda,1,3,62,615
616,Qanghari,Qanghari,1,3,62,616
617,Mefurda,Mefurda,1,3,62,617
618,Comworks,Comworks,1,3,63,618
619,Tloma,Tloma,1,3,63,619
620,Intsi,Intsi,1,3,63,620
621,Sableta,Sableta,1,3,63,621
622,Wagh’asi,Wagh’asi,1,3,63,622
623,Kati,Kati,1,3,63,623
624,Chemchem,Chemchem,1,3,63,624
625,Segenge,Segenge,1,3,63,625
626,Yudeck,Yudeck,1,3,63,626
627,Gendaryandi,Gendaryandi,1,3,63,627
628,Yudeck,Yudeck,1,3,63,628
629,Kitangw Doffa,Kitangw Doffa,1,3,63,629
630,Simhha ‘A’,Simhha ‘A’,1,3,63,630
631,Simhha ‘B’,Simhha ‘B’,1,3,63,631
632,Midabini,Midabini,1,3,63,632
633,Saidori,Saidori,1,3,63,633
634,Endang’adi,Endang’adi,1,3,63,634
635,Tloma,Tloma,1,3,63,635
636,German,German,1,3,63,636
637,Oldeani Kati,Oldeani Kati,1,3,64,637
638,Posta,Posta,1,3,64,638
639,Oldeani Ng’ambo,Oldeani Ng’ambo,1,3,64,639
640,T.E.C,T.E.C,1,3,64,640
641,Ascona,Ascona,1,3,64,641
642,Kiran,Kiran,1,3,64,642
643,Ben-dhu,Ben-dhu,1,3,64,643
644,O.C.E.,O.C.E.,1,3,64,644
645,Nitin,Nitin,1,3,64,645
646,Shah,Shah,1,3,64,646
647,Edelweiss,Edelweiss,1,3,64,647
648,Idara ya Maji,Idara ya Maji,1,3,64,648
649,Darajani,Darajani,1,3,64,649
650,Huduma,Huduma,1,3,64,650
651,Kati,Kati,1,3,65,651
652,TFA,TFA,1,3,65,652
653,Maliasili,Maliasili,1,3,65,653
654,Slahhamo,Slahhamo,1,3,65,654
655,Manyara,Manyara,1,3,65,655
656,Mangafi,Mangafi,1,3,65,656
657,Barazani,Barazani,1,3,65,657
658,NMC,NMC,1,3,65,658
659,Bwawani,Bwawani,1,3,65,659
660,Mazingira Bora,Mazingira Bora,1,3,65,660
661,Bomani,Bomani,1,3,65,661
662,Ayalabe Magharibi,Ayalabe Magharibi,1,3,66,662
663,Ayalabe Kusini,Ayalabe Kusini,1,3,66,663
664,Ayalabe Kaskazini,Ayalabe Kaskazini,1,3,66,664
665,Ayalabe Mashariki,Ayalabe Mashariki,1,3,66,665
666,Kiwandani,Kiwandani,1,3,66,666
667,Sabato,Sabato,1,3,66,667
668,Tloma,Tloma,1,3,66,668
669,Kambi ya Nyoka,Kambi ya Nyoka,1,3,66,669
670,Kilimani Mashamba,Kilimani Mashamba,1,3,66,670
671,Huduma,Huduma,1,3,66,671
672,Kilimani,Kilimani,1,3,66,672
673,Ganako,Ganako,1,3,66,673
674,Haymu,Haymu,1,3,66,674
675,Ngorongoro,Ngorongoro,1,3,66,675
676,Nginye,Nginye,1,4,67,676
677,Ndarakwa,Ndarakwa,1,4,67,677
678,Losinoni,Losinoni,1,4,67,678
679,Olchoronyokie,Olchoronyokie,1,4,67,679
680,Larkaria,Larkaria,1,4,67,680
681,Indaleta,Indaleta,1,4,67,681
682,Sangei,Sangei,1,4,67,682
683,Sokon,Sokon,1,4,67,683
684,Kingúna,Kingúna,1,4,67,684
685,Ingutot,Ingutot,1,4,68,685
686,Naamalasin,Naamalasin,1,4,68,686
687,Noondemwa,Noondemwa,1,4,68,687
688,Olchurai,Olchurai,1,4,68,688
689,Madukani,Madukani,1,4,69,689
690,Ewasolturoto,Ewasolturoto,1,4,69,690
691,Mangula,Mangula,1,4,69,691
692,Endonyonaju,Endonyonaju,1,4,69,692
693,Euwasnamanaa,Euwasnamanaa,1,4,69,693
694,Mbarangati,Mbarangati,1,4,69,694
695,Parmanja,Parmanja,1,4,69,695
696,Irbilin,Irbilin,1,4,69,696
697,Ingolili,Ingolili,1,4,69,697
698,Imbilin,Imbilin,1,4,69,698
699,Lopolosek,Lopolosek,1,4,69,699
700,Ioorbilin,Ioorbilin,1,4,69,700
701,Imburia,Imburia,1,4,70,701
702,Motoon,Motoon,1,4,70,702
703,Oreteti,Oreteti,1,4,70,703
704,Alairataat,Alairataat,1,4,70,704
705,Enjoreang'ata,Enjoreang'ata,1,4,70,705
706,Ilopon,Ilopon,1,4,70,706
707,Kisambi,Kisambi,1,4,70,707
708,Osinoni,Osinoni,1,4,70,708
709,Olomuki,Olomuki,1,4,70,709
710,Loolturot,Loolturot,1,4,70,710
711,Lesoit,Lesoit,1,4,70,711
712,Loondolwo,Loondolwo,1,4,71,712
713,Ngóingói,Ngóingói,1,4,71,713
714,Armanie,Armanie,1,4,71,714
715,Madukani,Madukani,1,4,71,715
716,Lailupa,Lailupa,1,4,71,716
717,Oldung'oro,Oldung'oro,1,4,71,717
718,Endirima,Endirima,1,4,71,718
719,Armanie,Armanie,1,4,71,719
720,Orpura,Orpura,1,4,71,720
721,Mariki,Mariki,1,4,71,721
722,Esirwa,Esirwa,1,4,71,722
723,Oldonyolengai,Oldonyolengai,1,4,71,723
724,Naikarikar,Naikarikar,1,4,71,724
725,Esokonnoi,Esokonnoi,1,4,72,725
726,Ndinyika,Ndinyika,1,4,72,726
727,Engirirati,Engirirati,1,4,72,727
728,Irmanyara,Irmanyara,1,4,72,728
729,Elesoti,Elesoti,1,4,72,729
730,Loomboori,Loomboori,1,4,72,730
731,Osinoni,Osinoni,1,4,72,731
732,Orkungúrangai,Orkungúrangai,1,4,72,732
733,Naarmanyara,Naarmanyara,1,4,72,733
734,Ilchangítsapukin,Ilchangítsapukin,1,4,72,734
735,Naudo,Naudo,1,4,72,735
736,Naipandi,Naipandi,1,4,72,736
737,Kipii,Kipii,1,4,72,737
738,Loorbilin,Loorbilin,1,4,72,738
739,Naripi,Naripi,1,4,73,739
740,Ngoswak,Ngoswak,1,4,73,740
741,Madukani,Madukani,1,4,73,741
742,Losiaiti,Losiaiti,1,4,73,742
743,Engutokorgos,Engutokorgos,1,4,73,743
744,Engongu,Engongu,1,4,73,744
745,Nesongoyo,Nesongoyo,1,4,73,745
746,Elang'ataengopito,Elang'ataengopito,1,4,73,746
747,Ilchoroi,Ilchoroi,1,4,73,747
748,Oltepes,Oltepes,1,4,73,748
749,Ingoisuk,Ingoisuk,1,4,73,749
750,Empopongí,Empopongí,1,4,73,750
751,Ngerin,Ngerin,1,4,73,751
752,Orkesumet,Orkesumet,1,4,73,752
753,Loonjoito,Loonjoito,1,4,73,753
754,Kimwati,Kimwati,1,4,73,754
755,Kwenia,Kwenia,1,4,73,755
756,Less mundarara,Less mundarara,1,4,74,756
757,Olorien,Olorien,1,4,74,757
758,Olongelu,Olongelu,1,4,74,758
759,Kitarini,Kitarini,1,4,74,759
760,Injalay,Injalay,1,4,74,760
761,Ingondin,Ingondin,1,4,74,761
762,Engutoto,Engutoto,1,4,74,762
763,Loosoito,Loosoito,1,4,74,763
764,Engosokwan,Engosokwan,1,4,74,764
765,Oldoinyo,Oldoinyo,1,4,74,765
766,Ndepes,Ndepes,1,4,74,766
767,Lelek,Lelek,1,4,74,767
768,Alakirikir,Alakirikir,1,4,75,768
769,Matakase,Matakase,1,4,75,769
770,Matale c,Matale c,1,4,75,770
771,Iring'ong'wen,Iring'ong'wen,1,4,75,771
772,Emurtoto,Emurtoto,1,4,75,772
773,Emesera,Emesera,1,4,75,773
774,Ormoti,Ormoti,1,4,76,774
775,Elerai kati,Elerai kati,1,4,76,775
776,Erang'au,Erang'au,1,4,76,776
777,Elwaai,Elwaai,1,4,76,777
778,Mshaloni,Mshaloni,1,4,76,778
779,Engatani,Engatani,1,4,76,779
780,Mukao,Mukao,1,4,76,780
781,Lerang’wa,Lerang’wa,1,4,76,781
782,Nagilengos,Nagilengos,1,4,77,782
783,Lalarashi,Lalarashi,1,4,77,783
784,Mlimani park,Mlimani park,1,4,77,784
785,Lepayon,Lepayon,1,4,77,785
786,Emurutoto,Emurutoto,1,4,77,786
787,Kitenden,Kitenden,1,4,77,787
788,Misigiyo,Misigiyo,1,4,77,788
789,Engokola,Engokola,1,4,77,789
790,Mkulima,Mkulima,1,4,77,790
791,Kilimanyuki,Kilimanyuki,1,4,77,791
792,Mzalendo,Mzalendo,1,4,77,792
793,Kijiweni,Kijiweni,1,4,77,793
794,Orro,Orro,1,4,78,794
795,Namba 1,Namba 1,1,4,78,795
796,Madukani,Madukani,1,4,78,796
797,Ngung'ósunyai,Ngung'ósunyai,1,4,78,797
798,Madukani,Madukani,1,4,78,798
799,Okii,Okii,1,4,78,799
800,Embong’et  a,Embong’et  a,1,4,78,800
801,Embong’et b,Embong’et b,1,4,78,801
802,Kibangasi,Kibangasi,1,4,78,802
803,Ngoben,Ngoben,1,4,78,803
804,Tanki,Tanki,1,4,78,804
805,Oltinga,Oltinga,1,4,79,805
806,Oldoinyio,Oldoinyio,1,4,79,806
807,Olokii,Olokii,1,4,79,807
808,Leremeta,Leremeta,1,4,79,808
809,Engusero,Engusero,1,4,79,809
810,Esoitnarok,Esoitnarok,1,4,79,810
811,Endonyemali,Endonyemali,1,4,79,811
812,Engutoto,Engutoto,1,4,79,812
813,Oltepes,Oltepes,1,4,79,813
814,Kitabarne,Kitabarne,1,4,79,814
815,Indemwa,Indemwa,1,4,80,815
816,Osinyai,Osinyai,1,4,80,816
817,Embalwa,Embalwa,1,4,80,817
818,Engasurai,Engasurai,1,4,80,818
819,Ng'óswani,Ng'óswani,1,4,80,819
820,Oldonyolaandare,Oldonyolaandare,1,4,80,820
821,Manau – sitet,Manau – sitet,1,4,80,821
822,Iltilal,Iltilal,1,4,81,822
823,Endepesi,Endepesi,1,4,81,823
824,Loloiboni,Loloiboni,1,4,81,824
825,Sikarda,Sikarda,1,4,81,825
826,Matiani,Matiani,1,4,81,826
827,Lesoit,Lesoit,1,4,81,827
828,Eworendeke,Eworendeke,1,4,81,828
829,Orbomba,Orbomba,1,4,82,829
830,Elang'átamukutan,Elang'átamukutan,1,4,82,830
831,Olchurai,Olchurai,1,4,82,831
832,Oldorko,Oldorko,1,4,82,832
833,Mamra,Mamra,1,4,82,833
834,Oltepesi,Oltepesi,1,4,82,834
835,Mlimani,Mlimani,1,4,82,835
836,Oltinga,Oltinga,1,4,82,836
837,Darajani,Darajani,1,4,82,837
838,Iriro,Iriro,1,4,82,838
839,Naalarami,Naalarami,1,4,82,839
840,Loosikito,Loosikito,1,4,82,840
841,Laaltarai,Laaltarai,1,4,82,841
842,Imbilin,Imbilin,1,4,82,842
843,Madukani,Madukani,1,4,83,843
844,Shuleni,Shuleni,1,4,83,844
845,Mtaa wa saba,Mtaa wa saba,1,4,84,845
846,Buguruni,Buguruni,1,4,84,846
847,Kisongo,Kisongo,1,4,84,847
848,Kisongo B,Kisongo B,1,4,84,848
849,Kisongo C,Kisongo C,1,4,84,849
850,Mlimani,Mlimani,1,4,84,850
851,Makao mapya,Makao mapya,1,4,84,851
852,Madukani,Madukani,1,5,85,852
853,Kambi ya Tanga Kati,Kambi ya Tanga Kati,1,5,85,853
854,Dipu,Dipu,1,5,85,854
855,Kambi ya Tanga Chini,Kambi ya Tanga Chini,1,5,85,855
856,Roman catholic,Roman catholic,1,5,85,856
857,Shuleni,Shuleni,1,5,85,857
858,Kanisani,Kanisani,1,5,85,858
859,Mtoni,Mtoni,1,5,85,859
860,Msikitini,Msikitini,1,5,85,860
861,Komolo,Komolo,1,5,85,861
862,Msufini,Msufini,1,5,85,862
863,Mnazi mmoja,Mnazi mmoja,1,5,85,863
864,Manyata,Manyata,1,5,85,864
865,Kigongoni,Kigongoni,1,5,85,865
866,Kati,Kati,1,5,85,866
867,Shambarai kati,Shambarai kati,1,5,86,867
868,Huduma,Huduma,1,5,86,868
869,Tumaini,Tumaini,1,5,86,869
870,Sofia,Sofia,1,5,86,870
871,Nduruma,Nduruma,1,5,86,871
872,Mandela,Mandela,1,5,86,872
873,Tankini,Tankini,1,5,86,873
874,Kampuni,Kampuni,1,5,86,874
875,Huduma,Huduma,1,5,86,875
876,Madukani,Madukani,1,5,86,876
877,Kati,Kati,1,5,86,877
878,Songambele,Songambele,1,5,86,878
879,Kaza Moyo,Kaza Moyo,1,5,86,879
880,Barabara Kuu,Barabara Kuu,1,5,86,880
881,Kambi ya Tanga Juu,Kambi ya Tanga Juu,1,5,86,881
882,Kilimamoja,Kilimamoja,1,5,87,882
883,TANESCO,TANESCO,1,5,87,883
884,Zaire,Zaire,1,5,87,884
885,Nazareti,Nazareti,1,5,87,885
886,Kati,Kati,1,5,87,886
887,Bondeni,Bondeni,1,5,87,887
888,Kijenge,Kijenge,1,5,87,888
889,Zaire,Zaire,1,5,87,889
890,Savana,Savana,1,5,87,890
891,Kanani,Kanani,1,5,87,891
892,Zaire,Zaire,1,5,87,892
893,Yeriko,Yeriko,1,5,87,893
894,Kilombero,Kilombero,1,5,87,894
895,Migandini,Migandini,1,5,87,895
896,Magadini,Magadini,1,5,87,896
897,Huduma,Huduma,1,5,88,897
898,Mwamko,Mwamko,1,5,88,898
899,Songambele,Songambele,1,5,88,899
900,Maendeleo,Maendeleo,1,5,88,900
901,Mabatini,Mabatini,1,5,88,901
902,Korona,Korona,1,5,88,902
903,Mtoni,Mtoni,1,5,88,903
904,Songambele,Songambele,1,5,88,904
905,Mtoni,Mtoni,1,5,88,905
906,Dipu,Dipu,1,5,88,906
907,Losteti,Losteti,1,5,88,907
908,Tambarare,Tambarare,1,5,88,908
909,Ewasi,Ewasi,1,5,89,909
910,Kaloleni,Kaloleni,1,5,89,910
911,Bondeni,Bondeni,1,5,89,911
912,Majengo Kati,Majengo Kati,1,5,89,912
913,Olmara,Olmara,1,5,89,913
914,Huduma,Huduma,1,5,89,914
915,Engatani,Engatani,1,5,89,915
916,Mtoni,Mtoni,1,5,89,916
917,Majengo dipu,Majengo dipu,1,5,89,917
918,Malala,Malala,1,5,90,918
919,Huduma,Huduma,1,5,90,919
920,Luwaini,Luwaini,1,5,90,920
921,Malala,Malala,1,5,90,921
922,Nganana,Nganana,1,5,90,922
923,Njoro,Njoro,1,5,90,923
924,Mboga,Mboga,1,5,90,924
925,Posta,Posta,1,5,90,925
926,Maziwa,Maziwa,1,5,90,926
927,Miembeni,Miembeni,1,5,90,927
928,Bondeni,Bondeni,1,5,90,928
929,Mtoni,Mtoni,1,5,90,929
930,Mareu Senta,Mareu Senta,1,5,91,930
931,Kwa Philipo,Kwa Philipo,1,5,91,931
932,Melatoi,Melatoi,1,5,91,932
933,Kwa Philipo B,Kwa Philipo B,1,5,91,933
934,Sikirari,Sikirari,1,5,91,934
935,Hospitali,Hospitali,1,5,91,935
936,Nkoaneema,Nkoaneema,1,5,91,936
937,Kwa Kirenga,Kwa Kirenga,1,5,91,937
938,Urisho,Urisho,1,5,91,938
939,Madukani,Madukani,1,5,91,939
940,Mseseweni,Mseseweni,1,5,91,940
941,Ntuwe,Ntuwe,1,5,91,941
942,Bondeni,Bondeni,1,5,91,942
943,Noel Senta,Noel Senta,1,5,91,943
944,Kidire,Kidire,1,5,91,944
945,Nongili,Nongili,1,5,91,945
946,Kwa Tulele,Kwa Tulele,1,5,91,946
947,Manyata,Manyata,1,5,91,947
948,Mulala,Mulala,1,5,91,948
949,Mikaeli,Mikaeli,1,5,91,949
950,Kwa Masika,Kwa Masika,1,5,91,950
951,Hospitali,Hospitali,1,5,91,951
952,Oldonyongiro,Oldonyongiro,1,5,91,952
953,Kwa Petro,Kwa Petro,1,5,91,953
954,Kolila,Kolila,1,5,92,954
955,Mifumuni,Mifumuni,1,5,92,955
956,Maangashiny,Maangashiny,1,5,92,956
957,Ngejisosia Kati,Ngejisosia Kati,1,5,92,957
958,Makao mapya,Makao mapya,1,5,92,958
959,RC,RC,1,5,92,959
960,RC Kati,RC Kati,1,5,92,960
961,Nrumangeny,Nrumangeny,1,5,92,961
962,Chemchem,Chemchem,1,5,92,962
963,Amani,Amani,1,5,92,963
964,Malula Mjini,Malula Mjini,1,5,92,964
965,Mikuuni,Mikuuni,1,5,92,965
966,Relini,Relini,1,5,92,966
967,Krismass,Krismass,1,5,92,967
968,Maretoni,Maretoni,1,5,92,968
969,Mlimani,Mlimani,1,5,92,969
970,Lendoiya,Lendoiya,1,5,93,970
971,Kwa Lock,Kwa Lock,1,5,93,971
972,Olkung'wado,Olkung'wado,1,5,93,972
973,Kireeny,Kireeny,1,5,93,973
974,Mwakeny,Mwakeny,1,5,93,974
975,Momela,Momela,1,5,93,975
976,Oltinga,Oltinga,1,5,93,976
977,Esilalei,Esilalei,1,5,93,977
978,Kimosonu,Kimosonu,1,5,94,978
979,Kyamakata,Kyamakata,1,5,94,979
980,Iyan,Iyan,1,5,94,980
981,Nnkuuny,Nnkuuny,1,5,94,981
982,Mukuru,Mukuru,1,5,94,982
983,Zahanati,Zahanati,1,5,94,983
984,Jangwale,Jangwale,1,5,94,984
985,Luwai,Luwai,1,5,94,985
986,Uzunguni,Uzunguni,1,5,94,986
987,Lengare,Lengare,1,5,94,987
988,Karafia,Karafia,1,5,94,988
989,Kilimasimba,Kilimasimba,1,5,95,989
990,Madukani,Madukani,1,5,95,990
991,Kimosoni,Kimosoni,1,5,95,991
992,Madebe,Madebe,1,5,95,992
993,Mwinuko,Mwinuko,1,5,95,993
994,Meroti,Meroti,1,5,95,994
995,Mawasiliano,Mawasiliano,1,5,95,995
996,Chemchem,Chemchem,1,5,95,996
997,Kanisani,Kanisani,1,5,95,997
998,Majengo,Majengo,1,5,95,998
999,Kikatiti Mjini,Kikatiti Mjini,1,5,96,999
1000,Surumala,Surumala,1,5,96,1000
1001,Nkoamangasha,Nkoamangasha,1,5,96,1001
1002,Mlimani,Mlimani,1,5,96,1002
1003,Kambi ya Mkaa,Kambi ya Mkaa,1,5,96,1003
1004,Dachi,Dachi,1,5,96,1004
1005,Luwaini,Luwaini,1,5,96,1005
1006,Olkononoi,Olkononoi,1,5,96,1006
1007,Nkaosabaya,Nkaosabaya,1,5,96,1007
1008,Mlimani,Mlimani,1,5,96,1008
1009,Ngyeku Kati,Ngyeku Kati,1,5,96,1009
1010,Chemchem,Chemchem,1,5,96,1010
1011,Ulukusare,Ulukusare,1,5,96,1011
1012,Nrumangeny,Nrumangeny,1,5,96,1012
1013,Mkufini,Mkufini,1,5,96,1013
1014,Mlimani,Mlimani,1,5,97,1014
1015,Madukani,Madukani,1,5,97,1015
1016,Noseiya,Noseiya,1,5,97,1016
1017,Maangalio,Maangalio,1,5,97,1017
1018,Seneto,Seneto,1,5,97,1018
1019,Bwawani,Bwawani,1,5,97,1019
1020,Center,Center,1,5,97,1020
1021,Sukuta,Sukuta,1,5,97,1021
1022,Lolera,Lolera,1,5,97,1022
1023,Sinai,Sinai,1,5,97,1023
1024,Mianzini,Mianzini,1,5,97,1024
1025,Soinaju,Soinaju,1,5,97,1025
1026,Centre,Centre,1,5,97,1026
1027,Kaveshe,Kaveshe,1,5,98,1027
1028,Centre,Centre,1,5,98,1028
1029,Kwatulele,Kwatulele,1,5,98,1029
1030,Makivaru,Makivaru,1,5,98,1030
1031,Itingare,Itingare,1,5,98,1031
1032,Shishtony,Shishtony,1,5,98,1032
1033,Noseiya,Noseiya,1,5,98,1033
1034,Lerai,Lerai,1,5,98,1034
1035,Nombeni,Nombeni,1,5,98,1035
1036,Mbaaseny,Mbaaseny,1,5,98,1036
1037,Songambele,Songambele,1,5,98,1037
1038,Hazina,Hazina,1,5,98,1038
1039,Mburiashi,Mburiashi,1,5,98,1039
1040,Mouwara Centre,Mouwara Centre,1,5,98,1040
1041,Bondeni,Bondeni,1,5,99,1041
1042,Mseseveni,Mseseveni,1,5,99,1042
1043,Mburiashi,Mburiashi,1,5,99,1043
1044,Msamaneni,Msamaneni,1,5,99,1044
1045,Kati,Kati,1,5,99,1045
1046,Masaaleni,Masaaleni,1,5,99,1046
1047,TANESCO,TANESCO,1,5,99,1047
1048,Nkuuny,Nkuuny,1,5,99,1048
1049,Kimandafu,Kimandafu,1,5,99,1049
1050,Bondeni,Bondeni,1,5,99,1050
1051,K/Centre,K/Centre,1,5,99,1051
1052,Kimandafu,Kimandafu,1,5,99,1052
1053,Maji ya chai kati,Maji ya chai kati,1,5,99,1053
1054,Ngorika,Ngorika,1,5,99,1054
1055,Magadini,Magadini,1,5,99,1055
1056,Lerai kati,Lerai kati,1,5,99,1056
1057,Arauyo,Arauyo,1,5,100,1057
1058,Napoko,Napoko,1,5,100,1058
1059,Mtoni,Mtoni,1,5,100,1059
1060,Mamuna,Mamuna,1,5,100,1060
1061,Arudeko,Arudeko,1,5,100,1061
1062,Kiwawa,Kiwawa,1,5,100,1062
1063,Bondeni,Bondeni,1,5,100,1063
1064,Sokoni,Sokoni,1,5,100,1064
1065,Chemchem,Chemchem,1,5,100,1065
1066,Shuleni,Shuleni,1,5,100,1066
1067,Kanisani,Kanisani,1,5,100,1067
1068,Tangini,Tangini,1,5,100,1068
1069,Kyuta,Kyuta,1,5,101,1069
1070,Shara,Shara,1,5,101,1070
1071,Nkoasakuya,Nkoasakuya,1,5,101,1071
1072,Nkwerare,Nkwerare,1,5,101,1072
1073,Manguva,Manguva,1,5,101,1073
1074,Nshing'a,Nshing'a,1,5,101,1074
1075,Nkoarouwa,Nkoarouwa,1,5,101,1075
1076,Mbolele,Mbolele,1,5,101,1076
1077,Ushili,Ushili,1,5,101,1077
1078,Kyareto,Kyareto,1,5,101,1078
1079,Urotwatela,Urotwatela,1,5,101,1079
1080,Kombo,Kombo,1,5,101,1080
1081,Urishoanda,Urishoanda,1,5,101,1081
1082,Kyareto,Kyareto,1,5,101,1082
1083,Uluboru,Uluboru,1,5,101,1083
1084,Mbolele,Mbolele,1,5,101,1084
1085,Kyuta,Kyuta,1,5,101,1085
1086,Nkoatila,Nkoatila,1,5,101,1086
1087,Meto,Meto,1,5,101,1087
1088,Nkoanasari,Nkoanasari,1,5,101,1088
1089,Bondeni,Bondeni,1,5,101,1089
1090,Mwaseny,Mwaseny,1,5,101,1090
1091,Kisiwani,Kisiwani,1,5,101,1091
1092,Kimandolu,Kimandolu,1,5,101,1092
1093,Mulondo,Mulondo,1,5,102,1093
1094,Nshupu Asili,Nshupu Asili,1,5,102,1094
1095,Kirima,Kirima,1,5,102,1095
1096,Loya,Loya,1,5,102,1096
1097,Mamire,Mamire,1,5,102,1097
1098,Juakali,Juakali,1,5,102,1098
1099,Telembo,Telembo,1,5,102,1099
1100,"Kombo ""A""","Kombo ""A""",1,5,102,1100
1101,"Kombo ""B""","Kombo ""B""",1,5,102,1101
1102,Ngorika,Ngorika,1,5,102,1102
1103,Marikanda,Marikanda,1,5,102,1103
1104,Saunyi,Saunyi,1,5,102,1104
1105,Nkwasakiri,Nkwasakiri,1,5,102,1105
1106,Maweni,Maweni,1,5,102,1106
1107,Teema,Teema,1,5,102,1107
1108,Nkoanekoli,Nkoanekoli,1,5,103,1108
1109,Kwa Mangusha,Kwa Mangusha,1,5,103,1109
1110,Nkoangiroi,Nkoangiroi,1,5,103,1110
1111,Nkure,Nkure,1,5,103,1111
1112,Nkoagiriki,Nkoagiriki,1,5,103,1112
1113,Nkoakirua,Nkoakirua,1,5,103,1113
1114,Huduma,Huduma,1,5,103,1114
1115,Stoo,Stoo,1,5,103,1115
1116,Uzunguni,Uzunguni,1,5,103,1116
1117,Mfulony,Mfulony,1,5,104,1117
1118,Uluu,Uluu,1,5,104,1118
1119,Nkoandoua,Nkoandoua,1,5,104,1119
1120,Nkonnaya,Nkonnaya,1,5,104,1120
1121,Kimundo,Kimundo,1,5,104,1121
1122,Damu,Damu,1,5,104,1122
1123,Shimbumbu,Shimbumbu,1,5,104,1123
1124,Nkoayaalo,Nkoayaalo,1,5,104,1124
1125,Nkoarisambu,Nkoarisambu,1,5,104,1125
1126,Ndoombo Kati,Ndoombo Kati,1,5,104,1126
1127,Ndoombo Mlimani,Ndoombo Mlimani,1,5,104,1127
1128,Mavinuni,Mavinuni,1,5,105,1128
1129,Kyaraa,Kyaraa,1,5,105,1129
1130,Madiira,Madiira,1,5,105,1130
1131,Chemchem,Chemchem,1,5,105,1131
1132,Soweto,Soweto,1,5,105,1132
1133,Maring'a,Maring'a,1,5,105,1133
1134,Nstoni,Nstoni,1,5,105,1134
1135,Nandere,Nandere,1,5,105,1135
1136,Seela Kati,Seela Kati,1,5,105,1136
1137,Kibenu,Kibenu,1,5,105,1137
1138,Nkoafiri,Nkoafiri,1,5,105,1138
1139,Duluti,Duluti,1,5,106,1139
1140,Patandi,Patandi,1,5,106,1140
1141,Tengeru,Tengeru,1,5,106,1141
1142,Mavinuni,Mavinuni,1,5,106,1142
1143,Nguruma Kati,Nguruma Kati,1,5,106,1143
1144,Muraiweni,Muraiweni,1,5,106,1144
1145,Manyire,Manyire,1,5,106,1145
1146,Maksoru,Maksoru,1,5,106,1146
1147,Maring'a,Maring'a,1,5,106,1147
1148,Nkoamalay,Nkoamalay,1,5,106,1148
1149,Ifuriny,Ifuriny,1,5,106,1149
1150,Nkura,Nkura,1,5,107,1150
1151,Mula,Mula,1,5,107,1151
1152,Kilalanic,Kilalanic,1,5,107,1152
1153,Ntuwe,Ntuwe,1,5,107,1153
1154,Njoro,Njoro,1,5,107,1154
1155,Rumale,Rumale,1,5,107,1155
1156,Kereshu,Kereshu,1,5,107,1156
1157,Poli Kati,Poli Kati,1,5,107,1157
1158,Nkoanrua kati,Nkoanrua kati,1,5,108,1158
1159,Kariwa Kimunya,Kariwa Kimunya,1,5,108,1159
1160,Murai Weny,Murai Weny,1,5,108,1160
1161,Nkoambiaa,Nkoambiaa,1,5,108,1161
1162,Shashony,Shashony,1,5,108,1162
1163,Loita,Loita,1,5,108,1163
1164,Nkoamaala,Nkoamaala,1,5,108,1164
1165,Kipande,Kipande,1,5,108,1165
1166,Nkoavele,Nkoavele,1,5,108,1166
1167,Msorongo,Msorongo,1,5,109,1167
1168,Urony,Urony,1,5,109,1168
1169,Ambureni,Ambureni,1,5,109,1169
1170,Moivaro,Moivaro,1,5,109,1170
1171,Loruvani,Loruvani,1,5,109,1171
1172,Machumba,Machumba,1,5,109,1172
1173,Ngaresero,Ngaresero,1,5,110,1173
1174,Mji Mwema,Mji Mwema,1,5,110,1174
1175,Usa Madukani,Usa Madukani,1,5,110,1175
1176,Kisambare,Kisambare,1,5,110,1176
1177,Magadirisho,Magadirisho,1,5,110,1177
1178,Mlima Sioni,Mlima Sioni,1,5,110,1178
1179,Magadini,Magadini,1,5,110,1179
1180,Manyata Kati,Manyata Kati,1,5,110,1180
1181,Nganana,Nganana,1,5,110,1181
1182,Ormang'wai,Ormang'wai,1,6,111,1182
1183,Engusero,Engusero,1,6,111,1183
1184,Lamosamo,Lamosamo,1,6,111,1184
1185,Engasiti,Engasiti,1,6,111,1185
1186,Shuleni,Shuleni,1,6,111,1186
1187,Randilen,Randilen,1,6,111,1187
1188,Orbukoi,Orbukoi,1,6,111,1188
1189,Shimamo,Shimamo,1,6,111,1189
1190,Makuyuni Mjini,Makuyuni Mjini,1,6,112,1190
1191,Makuyuni Juu,Makuyuni Juu,1,6,112,1191
1192,Esimangori,Esimangori,1,6,112,1192
1193,Saburi,Saburi,1,6,112,1193
